Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Campogrotta,4550,Miragliano,,source:4eUiA,350,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Campogrotta,Campogrotta,"Campogrotta is a Tilean town of the Principality of Miragliano, located near the entrance of the Alimento Tunnel below The Vaults. A community of Dwarfs have settled here. The Alimento Tunnel is a great cavern and river system that is the source of both the River Söll in the Empire, and the Cristallo River in Tilea, which leads to Campogrotta through the River of Echoes.",https://static.wikia.nocookie.net/warhammerfb/images/d/d9/River_of_Echoes_v2.png/revision/latest?cb=20210430091213
Cammaro,312,Miragliano,,source:4eUiA,0,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Cammaro,Cammaro,"Cammaro was a Tilean village razed to the ground by a Skaven assault. Its entire population vanished following the ratmen 's assault in 2511 IC. After the murder of one of the richest merchant-traders of Cammaro, chaos erupted in the village.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Etobrutti,955,Miragliano,,source:4eUiA,275,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Etobrutti,Etobrutti,"Etobrutti is a poor hamlet under the influence of the Principality of Miragliano, and once protected by the Principality of Pavona in Tilea. It was the site of the battle of Etobrutti, where the forces of Pavona defeated those of Verezzo.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Mironia,560,Miragliano,,source:4eUiA,0,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Mironia,Mironia,"Mironia was a small town in Tilea near the Zombie Swamps before being razed to ground by the Skaven. During a very foggy night, the settlement was attacked by a large number of Skaven, with first several city patrols being secretly eliminated. Captain Rizzilo was finally able to make out some hooded figures with red sparkling eyes, but was probably killed by them immediately.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Parmis,5120,Miragliano,,source:4eUiA,0,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Parmis,Parmis,"Parmis was a Tilean city before an attack from the Skaven razed it to the ground in 2512 IC. Sometime before the year 2313 IC, the city of Parmis found itself under siege for sixteen harrowing days, assailed by a jealous rival city-state of Tilea.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Ravola,9565,Miragliano,,source:4eUiA,9500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Ravola,Ravola,"Ravola is a bustling Tilean town under Miragliano 's domain, famous for its vineyards which are considered the finest in all Tilea. In 1425 IC, the Prince of Miragliano started negotiations with the Bretonnians under the leadership of the Baron du Bors to end the repeated attacks by Bretonnian nobles on the territory of Tilea.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Toscania,3128,Miragliano,,source:4eUiA,365,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Toscania,Toscania,A map depicting the Principality of Miragliano in northern Tilea at the time of the Anarchy in ca. 2276 IC. Toscania is a poor village in the north of Tilea south of the Novalone Pass and to the west of Campogrotta. A Dwarf trading post has been established here.,https://static.wikia.nocookie.net/warhammerfb/images/8/85/North_Tilea.png/revision/latest?cb=20210727081641
Udolpho,912,Miragliano,,source:4eUiA,100,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Udolpho,Udolpho,"Udolpho is a Tilean hamlet of the Principality of Miragliano located near the village of Zeluco. It is reviled as the haunted estate of the House of Udolpho. Some maps of the 23rd century IC indicate Udolpho was once part of the territory of the Principality of Tobaro, on a road which links the weastern city-state with Miragliano.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Zeluco,1102,Miragliano,,source:4eUiA,500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Zeluco,Zeluco,"Zeluco, sometime spelled Zelucco, is a wealthy Tilean village of the Principality of Miragliano. It is known mainly for the fearsome and labyrinthine dungeons under Duce Montoni di Zeluco 's fortress.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Ebino,2320,Miragliano,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Ebino,Ebino,Ebino is a Tilean town located in the Principality of Miragliano. The town was built on the River Arena which connects it to Toscania and Ravola to the north. Ebino was originally a fan-made settlement created by the freelance writer Alfred Nuñez Jr..,https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Pavona,35405,Pavona,,source:4eUiA,35000,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Pavona,Pavona,"Pavona, officially the Principality of Pavona, sometimes referred to by outsiders as the ""Perfidious Principality of Pavona"", is a prosperous city-state situated in central Tilea. Located almost in the exact centre of Tilea, south of the Trantine Hills on the fertile plains between the River Remo and the Apuccini Mountains, Pavona is blessed by a much milder climate than the lands of the Empire, enjoying almost year round the kindly favours of the warm Tilean sun.",https://static.wikia.nocookie.net/warhammerfb/images/2/28/Pavona%2C_the_Old_World_map.png/revision/latest?cb=20250417190358
Buccolia,467,Pavona,,source:4eUiA,467,,,,,,,,,,,
Lambrusco,2381,Pavona,,source:4eUiA,256,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Lumbrusco,Lumbrusco,"Lumbrusco, sometimes spelled Lambrusco, was once a Tilean city-state located near the Apuccini Mountains. It was ruled by Duke Fabriano of Lumbrusco.",
Organza,6502,Pavona,,source:4eUiA,6500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Organza,Organza,"Located in the Apuccini Mountains, Organza is a city-state in Tilea ruled by a duke. Said duke tried to form an alliance with the nearby city of Lumbrusco, asking its ruler, Fabriano of Lumbrusco, to get rid of his most formidable and therefore unpredictable mercenary unit, the company of Ennio Mordini.",https://static.wikia.nocookie.net/warhammerfb/images/2/28/Pavona%2C_the_Old_World_map.png/revision/latest?cb=20250417190358
Astiano,1554,Pavona,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Astiano,Astiano,Astiano is a Tilean town located on the border between the Republic of Remas and the Principality of Pavona. The town is located within the Principality of Pavona. The settlement was built on the River Remo which connects it to both city-states.,https://static.wikia.nocookie.net/warhammerfb/images/2/28/Pavona%2C_the_Old_World_map.png/revision/latest?cb=20250417190358
Malavigna,1294,Pavona,,source:SotM,,,,,,,,,,,,
Remas,55281,Remas,,source:4eUiA,40000,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Remas,Remas,"Remas, officially the Republic of Remas and sometimes called the "" Rebellious Republic of Remas "", is a large, prosperous, and ancient city-state located on the western coast of central Tilea. Remas is believed by some academics to have once been the heart and capital city of the ancient Reman Empire, which is thought to have ruled over the southern realms of the Old World, including all of Tilea and Estalia.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Alcatani,312,Remas,,source:4eUiA,82,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Alcatani,Alcatani,"Alcatani is a poor Tilean hamlet but rich with apples, citrus, vines and olive trees that was once administered by the landowner Roderigo Delmonte. Alcatani's orchards were razed to the ground by the mercenary general, El Cadavo during the 20th century IC. This threw the formerly wealthy Roderigo into poverty, pushing him to become a mercenary along with his workforce, thus forming the renowned Alcatani Fellowship mercenary company.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Catrazza,14129,Remas,,source:4eUiA,14000,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Catrazza,Catrazza,"Catrazza is a prosperous Tilean town of the Republic of Remas. The famous mercenary company known as the Birdmen of Catrazza got their name in this town thanks to their great deed. Despite being guarded by many crossbowmen, they succeeded on behalf of a certain Alfeo Romeo of Remas to rescue his lover Isabella Dellecta from the tower.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Ciarascura,2912,Remas,,source:4eUiA,445,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Ciarascura,Ciarascura,"Ciarascura is a bustling Tilean town of the Republic of Remas. The town is home to an old, bent tower commanded by the tyrannical Castellan Dellecta. The town was besieged by a mercenary army in the service of the city-state of Remas.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Motta Zorella,930,Remas,,source:4eUiA,330,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Motta_Zorella,Motta Zorella,Motta Zorella is a simple Tilean villagge under the Republic of Remas. The battle of Motta Zorella was the first conflict were the Birdmen of Catrazza were employed. They achieved victory by attacking the enemy general from the air and dragging them into captivity without his army being able to prevent them.,https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Monte Negro,3120,Remas,,source:4eUiA,450,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Monte_Negro,Monte Negro,"Monte Negro is a bustling Tilean town located near the city-state of Remas. It is the birthplace of Prince Giovanni Lanfranchi, once home to the Priory of the Spear -- a former priory of a Myrmidian order of vampire hunters that is now an institution affiliated with the Morrite Fellowship of the Shroud.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Scintio,350,Remas,,source:4eUiA,350,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Scintio,Scintio,"Scintio is an average village in Tilea under the Principality of Remas. The Alcatani Fellowship fought for its people when it was just a poor village in the 21th century, although the residents could not afford to pay them.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Vennia,411,Remas,,source:4eUiA,84,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Vennia,Vennia,"Vennia, also called Venni, is a poor Tilean village of the Republic of Remas. [Note 1] Vennia was the location of the so-called Battle of Villa Vennia, one of the three great battles which saw Borgio the Besieger defeat the forces of the city-state of Remas.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Zorastra,6712,Remas,,source:4eUiA,6250,,,,,,,,,,,
Stiani,912,Remas,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Stiani,Stiani,"Stiani is an inland Tilean town located on the road known as the Via Aurelia, which lies between the larger settlements of Remas and Astiano. The town is ruled by the Republic of Remas. Stiani was originally a fan-made settlement created by the freelance writer Alfred Nuñez Jr..",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Rifraffa,1301,Remas,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Rifraffa,Rifraffa,"Rifraffa, also sometimes mistakenly spelled Riffraffa, is a Tilean coastal village on the Bay of Remas controlled by the Republic of Remas, famous as the site of the Battle of Rifraffa.",https://static.wikia.nocookie.net/warhammerfb/images/8/81/Reman_domains.png/revision/latest?cb=20250218083422
Sartosa,15594,Sartosa,,source:4eUiA,15500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Sartosa,Sartosa,"Sartosa, formally the Decadent Pirate Principality of Sartosa, known more politely by its swashbuckling inhabitants as the Free City of Sartosa or simply the "" City of Pirates,"" by nearly everyone else, is an anarchic island-stronghold controlled by pirates located south of war-torn Tilea, off the coast of the Tilean city-state of Luccini. This island is a notorious haven for criminals, harbouring all manner of pirates, brigands, lawless mercenaries and anyone else wanting to avoid the notice of the various legitimate powers of the Old World.",https://static.wikia.nocookie.net/warhammerfb/images/5/50/Luccinian_domain.png/revision/latest?cb=20250208083543
Tobaro,36122,Tobaro,,source:4eUiA,35000,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Tobaro,Tobaro,"Tobaro, formally the Principality of Tobaro, or Tolarie as it was known to the High Elves, is also called the "" City of Sirens "" or sometimes the "" City of Fools "", and is the only great Tilean city-state on the western shores of the Tilean Sea. The city is also said in some sources, confusingly, to be called "" Vedenza the True "" by those who love her. [Note 1]",https://static.wikia.nocookie.net/warhammerfb/images/0/03/Tobaro_borders.png/revision/latest?cb=20250123201725
Cera-Scuro,977,Tobaro,,source:4eUiA,75,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Cera-Scuro,Cera-Scuro,"Not to be confused with the Island of Ciarascura. A poor hamlet in Tilean territory, Cera-Scuro was previously a lair of pirates in the Isles of the Sirens, recently conquered by Tobaro. Borgio the besieger was well pleased with Braganaz's Besiegers as an elitè mercenary troop and offered to find them work in return for a cut of their profits.",https://static.wikia.nocookie.net/warhammerfb/images/0/03/Tobaro_borders.png/revision/latest?cb=20250123201725
Vedenza,10631,Tobaro,,source:4eUiA,10500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Vedenza,Vedenza,"Vedenza, officially the Second Republic of Vedenza, is a small, vibrant city-state of Tilea located on the border with Estalia. Vedenza was recently reconquered from Estalian rule and is now under the influence of the much larger city-state of Tobaro, which, according to Imperial scholar Theodosius Schreiber, is itself confusingly called ""Vedenza the True"" by those who truly love her. [Note 1]",https://static.wikia.nocookie.net/warhammerfb/images/0/03/Tobaro_borders.png/revision/latest?cb=20250123201725
Dalmatia,924,Tobaro,,source:SotM,,,,,,,,,,,,
Trantio,27812,Trantio,,source:4eUiA,27500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Trantio,Trantio,"Trantio, formally known as the Principality of Trantio, is an upstart, prosperous and turbulent Tilean city-state. A variation of the heraldry of Trantio as shown on a flag of the Trantian Navy as depicted in Man O' War: Corsair and Total War: Warhammer.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Ducieso,12481,Trantio,,source:4eUiA,12500,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Ducieso,Ducieso,"Ducieso is a quiet Tilean town in the Trantine Hills near the city-state of Trantio, famed for its skillful stonecutters and for the strange disappearance of its prince, Frenzo Badolphus, a gifted astronomer and astromancer.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Terramorta,321,Trantio,,source:4eUiA,92,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Terramorta,Terramorta,"Terramorta is a poor Tilean hamlet of the Principality of Trantio and the site of a battle fought before Leopold's Leopard Company made a groundbreaking decision: they vowed to donate part of their income as mercenaries for the reconstruction of the Temple of Lucan and Luccina they had looted in their hometown of Luccini. Since then, the Leopards' luck in battles has become legendary.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Torrico,112,Trantio,,source:4eUiA,80,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Torrico,Torrico,"Torrico is a tipical village in the sunblessed land of Tilea under the influence of the Principality of Trantio. The infamous Hobgoblin mercenaries General Ghazak Khan made his name as the ""Butcher of Torrico Fields"" here. The Population is still recovering from his raids.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Varenna,1024,Trantio,,source:4eUiA,390,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Varenna,Varenna,"Varenna is a typical Tilean village near the city-state of Trantio that produces grain and wool, but its history is much older and more troubled than one might think. Varenna was originally a town in early Tilea that was destroyed during the Orc and Goblin incursions between 475 and 978 IC. According to legend, the defending mercenary general Justintine of Varenna was the first to come up with the idea of taking the army's treasures in a treasure chest onto the battlefield, as the walls of the town had collapsed as a result of an earthquake and the town could therefore not be held.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Viccia,916,Trantio,,source:4eUiA,183,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Viccia,Viccia,"Viccia is a poor Tilean hamlet of the Principality of Trantio. Viccia was the location of the Battle of Vittoria Viccia, one of the three great battles which saw Borgio the Besieger defeat the forces of the city-state of Trantio.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Scorcio,6239,Trantio,,source:TOW,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Scorcio,Scorcio,"Scorcio is a small town in the sun-blessed land of Tilea, and was the location of the Battle of Scorcio. It is not known when this battle took place and who fought against whom, but the location of the battlefield is marked on Tilean maps. The town is ruled by the Principality of Trantio, and lies north of that city between the Trantine Hills and the Gulf of Pearls.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Viadaza,4554,Trantio,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Viadaza,Viadaza,"Viadaza is a port town of north-eastern Tilea located on the Gulf of Pearls, ruled by the Principality of Miragliano (as of 2517 IC ). During the Anarchy in the Empire in ca. 2276 IC, Viadaza was governed by the Principality of Trantio.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Urbino,5623,Trantio,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Urbimo,Urbimo,"Urbimo, also known as Urbino, is a large port town in north-eastern Tilea located on the Sea of Trantio that has been ruled in the past by the Republic of Remas, but is currently (as of 2517 IC ) under the control of the Principality of Trantio. It is Trantio's primary outlet on the Tilean Sea.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Varieno,2317,Trantio,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Varieno,Varieno,Varieno is an inland Tilean town of the Principality of Trantio on the border of the Trantine Hills. Varieno was originally a fan-made settlement created by the freelance writer Alfred Nuñez Jr.. The town was later confirmed in Warhammer canon with the release of Warhammer: The Old World.,https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Verezzo,37128,Verezzo,,source:4eUiA,36000,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Verezzo,Verezzo,"Verezzo, formally the Serene Republic of Verezzo, is a wealthy, Tilean city-state located at the centre of the peninsula. As with Pavona, Verezzo lives pretty much in the shadow of its powerful rivals, especially Remas and Luccini, which have a direct outlet on the Tilean Sea.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Ciabbatta,854,Verezzo,,source:4eUiA,394,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Ciabbatta,Ciabbatta,"Ciabbatta, is a poor Tilean village controlled by the Republic of Verezzo. Ciabatta is renowned as the site of a famed battle in Tilea in which Gossippa Lotta ordered his cannons set up on the flanks of his army, which proved to be very advantageous compared to the general's original battle plan -- where they were placed together in the middle of the battleline.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Nonucci,2616,Verezzo,,source:4eUiA,260,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Nonucci,Nonucci,A map of the Tilean Sea as depicted in Man O' War: Corsair. Each location's name matches those used in the game. The symbols depicting which faction is patrolling each area represents their positions in 2517 IC but are subject to minor changes as the game's campaign progresses. [Note 1],https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Riccotta,910,Verezzo,,source:4eUiA,410,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Riccotta,Riccotta,"Riccotta is a Tilean poor village. Riccotta is reknown for a siege, the defenders included Ogres and Halflings. Since Gossippa Lotta was of the opinion that they would eat twice, if not three times as much as the other mercenaries, she urged the ogres and halflings to get their extra rations, and supplies for the remaining defenders, from the besieging troops.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Veddia,566,Verezzo,,source:4eUiA,295,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Veddia,Veddia,"Veddia is a poor Tilean hamlet, also known for the Veddia is renown as the location of the Battle of Via Veddia one of the three great battles which saw Prince Borgio the Besieger of Miragliano as the winner against his rival city-states of Tilea.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Pugno,373,Verezzo,,source:TOW,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Pugno,Pugno,"Pugno is a small Tilean town located inside the domains of the Republic of Verezzo, between the Bay of Wrecks and the upper reaches of the River Luparno, at the foot of the southeast end of the Apuccini Mountains and north of the Monte Castello fortress.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Spomanti,293,Verezzo,,source:MadAlfred,,,,,,,,,,,,
Olesi,3127,Verezzo,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Olesi,Olesi,Olesi is a port town of the Republic of Verezzo in western Tilea on the Olesi Coast. It acts as an outlet to the Tilean Sea for otherwise land-locked Verezzo. The Tilean Sea as depicted in Man O' War: Corsair.,https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Terenne,910,Verezzo,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Terenne,Terenne,"Terenne is a Tilean town located near the Apuccini Mountains in the Republic of Verezzo. The settlement was built near a tributary of the River Riati which connects it to Verezzo, Spomanti and Remas.",https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Raverno,1832,Verezzo,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Raverno,Raverno,Raverno is a Tilean town located inland between the cities of Luccini and Verezzo. The town is controlled by the Republic of Verezzo. Raverno was originally a fan-made settlement created by the freelance writer Alfred Nuñez Jr..,https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Portomaggiore,11825,Verezzo,,source:MadAlfred,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Portomaggiore,Portomaggiore,Portomaggiore is a large port town of the Republic of Verezzo located on the Sea of Verezzo and serves as its primary outlet on the Tilean Sea. The Tilean Sea as depicted in Man O' War: Corsair. Each location's name matches those used in the game.,https://static.wikia.nocookie.net/warhammerfb/images/b/b2/Verezzo_domains.png/revision/latest?cb=20250213193851
Alimento,4330,Miragliano,,source:TOW,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Alimento,Alimento,"Alimento is a Tilean cavern-town under the Principality of Miragliano, more specifically positioned in the middle of the Alimento Tunnel under The Vaults. Many adventurers among which the famous mercenaries Gotrek and Felix, have heard of an ancient treasure hidden somewhere In the dwarven ruins beneath what Is now Alimento. Rumours speak about a hidden passage, age-old traps and infiltrating Skaven.",https://static.wikia.nocookie.net/warhammerfb/images/d/d9/River_of_Echoes_v2.png/revision/latest?cb=20210430091213
